# Warnings for TEMP
# Project : European_BGC_Fleet
# Update date : 20230713022802

PARAM,WMO,Country,prof_QC=F_once,prof_QC_not_filled_once,No_DMQC_older_1yr,grey_listed 
TEMP,6903869,EUR,,,X,
TEMP,6903870,EUR,,,X,
TEMP,6903871,EUR,,,X,
TEMP,6903872,EUR,,,X,
TEMP,6903873,EUR,,,X,
TEMP,6903874,EUR,,,X,
TEMP,6903875,EUR,,,X,
TEMP,6903876,EUR,,,X,
TEMP,6903877,EUR,,,X,
TEMP,6903878,EUR,,,X,
TEMP,6904113,DEU,X,,,
TEMP,6904116,DEU,,,X,
TEMP,6904117,DEU,,,X,
TEMP,6904182,GBR,,,X,
TEMP,6904183,GBR,,,X,
TEMP,6904184,GBR,,,X,
TEMP,6904226,DEU,,,X,
TEMP,6904235,FRA,,,X,
TEMP,6904240,FRA,,,X,
TEMP,6904241,FRA,,,X,
TEMP,7900095,DEU,X,,,
TEMP,7900559,DEU,X,,,
TEMP,7900562,DEU,,,X,
TEMP,7900563,DEU,,X,X,
TEMP,7900579,DEU,,,X,
TEMP,7900580,DEU,,,X,
TEMP,7900583,DEU,,,X,
TEMP,7900586,DEU,,,X,
TEMP,7900587,DEU,,,X,
TEMP,7900591,EUR,X,,,
TEMP,7900592,EUR,X,,,
TEMP,7900593,EUR,X,,,
TEMP,7900594,EUR,X,,,
TEMP,7900596,BGR,X,,X,
TEMP,7901001,DEU,,,X,
TEMP,7901007,NOR,,,X,
TEMP,7901028,NOR,,X,,
