# Warnings for CDOM
# Project : European_BGC_Fleet
# Update date : 20230713022802

PARAM,WMO,Country,prof_QC=F_once,prof_QC_not_filled_once,No_DMQC_older_1yr,grey_listed 
CDOM,6903567,NOR,,X,X,
CDOM,6903568,NOR,,X,X,
CDOM,6903569,NOR,,X,X,
CDOM,6903570,NOR,,X,X,
CDOM,6903574,NOR,,X,X,
CDOM,6903575,NOR,,X,X,
CDOM,6903576,NOR,X,X,X,
CDOM,6903577,NOR,,X,X,
CDOM,6903578,NOR,,X,X,
CDOM,6903579,NOR,,X,X,
CDOM,6903590,NOR,,X,X,
CDOM,6903591,NOR,,X,X,
CDOM,6903592,NOR,,X,X,
CDOM,6903706,EUR,,X,X,
CDOM,6903805,ITA,,X,X,
CDOM,6903823,ITA,,X,,
CDOM,6903825,ITA,,X,,
CDOM,6903828,ITA,,X,,
CDOM,6903874,EUR,,X,X,
CDOM,6903875,EUR,,X,X,
CDOM,6903876,EUR,,X,X,
CDOM,6903877,EUR,,X,X,
CDOM,6903878,EUR,,X,X,
CDOM,6904116,DEU,,X,X,
CDOM,6904117,DEU,,X,X,
CDOM,6904182,GBR,,X,X,
CDOM,6904183,GBR,,X,X,
CDOM,6904184,GBR,,X,X,
CDOM,6904185,GBR,,X,,
CDOM,6904186,GBR,,X,,
CDOM,6904187,GBR,X,X,,
CDOM,6904188,GBR,,X,,
CDOM,6904189,GBR,,X,,
CDOM,6904226,DEU,,X,X,
CDOM,6904235,FRA,,X,X,
CDOM,6904240,FRA,,X,X,
CDOM,6904241,FRA,,X,X,
CDOM,6990504,FRA,,X,,
CDOM,6990505,FRA,,X,,
CDOM,6990528,FRA,,X,,
CDOM,7900559,DEU,X,X,X,X
CDOM,7900560,DEU,,X,X,
CDOM,7900561,DEU,,X,X,
CDOM,7900562,DEU,,X,X,
CDOM,7900563,DEU,,X,X,
CDOM,7900579,DEU,,X,X,
CDOM,7900580,DEU,,X,X,
CDOM,7900583,DEU,,X,X,
CDOM,7900585,DEU,,X,X,
CDOM,7900586,DEU,,X,X,
CDOM,7900587,DEU,,X,X,
CDOM,7900588,DEU,,X,X,
CDOM,7900589,DEU,,X,X,
CDOM,7901006,NOR,,X,X,
CDOM,7901007,NOR,,X,X,
CDOM,7901028,NOR,,X,,
CDOM,7901065,BGR,,X,,
