# Warnings for PRES
# Project : European_BGC_Fleet
# Update date : 20230713022802

PARAM,WMO,Country,prof_QC=F_once,prof_QC_not_filled_once,No_DMQC_older_1yr,grey_listed 
PRES,6900760,ESP,,X,X,
PRES,6900764,ESP,,X,,
PRES,6900784,ESP,,X,,
PRES,6900785,ESP,,X,,
PRES,6900791,EUR,,X,,
PRES,6900792,EUR,,X,,
PRES,6900793,EUR,,X,,
PRES,6900796,NOR,,X,,
PRES,6900797,NOR,,X,X,
PRES,6900798,NOR,,X,,
PRES,6900799,NOR,,X,,
PRES,6900804,BGR,,X,,
PRES,6900807,EUR,,X,,
PRES,6900868,DEU,,X,,
PRES,6900869,DEU,,X,,
PRES,6900870,DEU,,X,,
PRES,6900871,DEU,,X,,
PRES,6900872,DEU,,X,,
PRES,6900873,DEU,,X,,
PRES,6900874,DEU,,X,,
PRES,6900875,DEU,,X,,
PRES,6900876,DEU,,X,,
PRES,6900877,DEU,,X,,
PRES,6900889,DEU,,X,,
PRES,6900890,DEU,,X,,
PRES,6900891,EUR,,X,,
PRES,6900896,FRA,,X,,
PRES,6900944,FRA,,X,,
PRES,6900953,FRA,,X,,
PRES,6900954,FRA,,X,,
PRES,6901004,FRA,,X,,
PRES,6901021,FRA,,X,,
PRES,6901022,FRA,,X,,
PRES,6901023,FRA,,X,,
PRES,6901024,FRA,,X,,
PRES,6901025,FRA,,X,,
PRES,6901026,FRA,,X,,
PRES,6901027,FRA,,X,,
PRES,6901028,FRA,,X,,
PRES,6901029,FRA,,X,,
PRES,6901030,FRA,,X,,
PRES,6901032,FRA,,X,,
PRES,6901151,EUR,,X,,
PRES,6901152,EUR,,X,,
PRES,6901174,GBR,,X,,
PRES,6901175,GBR,,X,,
PRES,6901180,GBR,,X,,
PRES,6901181,GBR,,X,,
PRES,6901182,GBR,,X,,
PRES,6901183,GBR,,X,,
PRES,6901235,DEU,,X,,
PRES,6901437,FRA,,X,,
PRES,6901439,FRA,,X,,
PRES,6901440,FRA,,X,,
PRES,6901457,FRA,,X,,
PRES,6901458,FRA,,X,,
PRES,6901459,FRA,,X,,
PRES,6901460,FRA,,X,,
PRES,6901461,FRA,,X,,
PRES,6901462,FRA,,X,,
PRES,6901463,FRA,,X,,
PRES,6901464,FRA,,X,,
PRES,6901465,FRA,,X,,
PRES,6901466,FRA,,X,,
PRES,6901467,FRA,,X,,
PRES,6901468,FRA,,X,,
PRES,6901470,FRA,,X,,
PRES,6901471,FRA,,X,,
PRES,6901472,FRA,,X,,
PRES,6901473,FRA,,X,,
PRES,6901474,FRA,,X,,
PRES,6901475,FRA,,X,,
PRES,6901476,FRA,,X,,
PRES,6901480,FRA,,X,,
PRES,6901481,FRA,,X,,
PRES,6901482,FRA,,X,,
PRES,6901483,FRA,,X,,
PRES,6901484,FRA,,X,,
PRES,6901485,FRA,,X,,
PRES,6901486,FRA,,X,,
PRES,6901487,FRA,,X,,
