# Warnings for CHLA
# Project : European_BGC_Fleet
# Update date : 20230713022802

PARAM,WMO,Country,prof_QC=F_once,prof_QC_not_filled_once,No_DMQC_older_1yr,grey_listed 
CHLA,6902743,FRA,X,X,X,X
CHLA,6902827,FRA,X,,X,X
CHLA,6902879,EUR,X,,X,
CHLA,6902880,FRA,,,X,
CHLA,6902896,FRA,X,X,,
CHLA,6902897,FRA,X,,,
CHLA,6902898,FRA,X,X,,
CHLA,6902899,EUR,,X,X,
CHLA,6902901,FRA,X,,,
CHLA,6902902,FRA,X,X,X,X
CHLA,6902903,FRA,X,X,,
CHLA,6902904,FRA,X,X,X,
CHLA,6902905,FRA,,,X,X
CHLA,6902906,FRA,,,X,
CHLA,6902907,FRA,,,X,
CHLA,6902908,FRA,,,X,
CHLA,6902909,FRA,,,X,
CHLA,6902931,FRA,,,X,
CHLA,6902953,FRA,,,X,
CHLA,6902954,FRA,,X,X,
CHLA,6902967,FRA,X,,X,
CHLA,6902968,FRA,,,X,
CHLA,6902969,EUR,,,X,
CHLA,6903024,FRA,,,X,
CHLA,6903025,FRA,,,X,
CHLA,6903026,FRA,,,X,
CHLA,6903069,FRA,,,X,
CHLA,6903070,FRA,,,X,
CHLA,6903091,FRA,,,X,
CHLA,6903093,FRA,X,,X,
CHLA,6903094,FRA,,,X,
CHLA,6903095,FRA,,,X,
CHLA,6903096,FRA,,,X,
CHLA,6903124,EUR,,,X,
CHLA,6903125,FRA,,,X,
CHLA,6903126,FRA,X,,X,X
CHLA,6903127,FRA,,,X,
CHLA,6903128,FRA,,,X,
CHLA,6903129,FRA,,,X,
CHLA,6903130,FRA,,,X,
CHLA,6903197,ITA,,,X,
CHLA,6903235,ITA,X,,X,X
CHLA,6903240,ITA,X,,X,
CHLA,6903247,ITA,,,X,
CHLA,6903249,ITA,,,X,
CHLA,6903250,ITA,,,X,
CHLA,6903273,NOR,X,,X,
CHLA,6903549,NOR,,,X,
CHLA,6903550,NOR,,,X,
CHLA,6903551,NOR,X,,X,
CHLA,6903552,NOR,X,,X,
CHLA,6903553,NOR,,,X,
CHLA,6903554,NOR,X,,X,
CHLA,6903555,NOR,,,X,
CHLA,6903567,NOR,X,,X,
CHLA,6903568,NOR,,,X,
CHLA,6903569,NOR,X,,X,
CHLA,6903570,NOR,X,,X,
CHLA,6903574,NOR,X,,X,
CHLA,6903575,NOR,,,X,
CHLA,6903576,NOR,X,,X,
CHLA,6903577,NOR,,,X,
CHLA,6903578,NOR,,,X,
CHLA,6903579,NOR,,,X,
CHLA,6903590,NOR,,,X,
CHLA,6903591,NOR,,,X,
CHLA,6903592,NOR,,,X,
CHLA,6903697,FIN,,,X,
CHLA,6903706,EUR,,,X,
CHLA,6903708,FIN,,,X,
CHLA,6903711,FIN,,,X,
CHLA,6903805,ITA,,,X,
CHLA,6903874,EUR,,,X,
CHLA,6903875,EUR,,,X,
CHLA,6903876,EUR,,,X,
CHLA,6903877,EUR,,,X,
CHLA,6903878,EUR,,,X,
CHLA,6904113,DEU,,,X,
CHLA,6904116,DEU,,,X,
CHLA,6904117,DEU,,,X,
CHLA,6904118,DEU,,,X,
CHLA,6904134,DEU,,,X,
CHLA,6904139,DEU,,,X,
CHLA,6904182,GBR,,,X,
CHLA,6904183,GBR,,,X,
CHLA,6904184,GBR,,,X,
CHLA,6904187,GBR,X,,,
CHLA,6904226,DEU,,,X,
CHLA,6904235,FRA,,,X,
CHLA,6904240,FRA,,,X,
CHLA,6904241,FRA,,,X,
CHLA,7900559,DEU,X,X,X,X
CHLA,7900560,DEU,X,,X,X
CHLA,7900561,DEU,X,,X,X
CHLA,7900562,DEU,,,X,
CHLA,7900563,DEU,X,,X,X
CHLA,7900579,DEU,,,X,
CHLA,7900580,DEU,,,X,
CHLA,7900583,DEU,,,X,
CHLA,7900585,DEU,,,X,
CHLA,7900586,DEU,,,X,
CHLA,7900587,DEU,,,X,
CHLA,7900588,DEU,,,X,
CHLA,7900589,DEU,,,X,
CHLA,7900591,EUR,X,X,X,
CHLA,7900592,EUR,,,X,
CHLA,7901001,DEU,,,X,
CHLA,7901006,NOR,,,X,
CHLA,7901007,NOR,,,X,
