# Warnings for DOWN_IRRADIANCE490
# Project : European_BGC_Fleet
# Update date : 20230713022802

PARAM,WMO,Country,prof_QC=F_once,prof_QC_not_filled_once,No_DMQC_older_1yr,grey_listed 
DOWN_IRRADIANCE490,3901496,GBR,X,,,
DOWN_IRRADIANCE490,3901497,GBR,X,,,
DOWN_IRRADIANCE490,3901498,GBR,X,,,
DOWN_IRRADIANCE490,3901530,GBR,X,,,
DOWN_IRRADIANCE490,3901531,GBR,X,,,
DOWN_IRRADIANCE490,3902120,EUR,X,,X,
DOWN_IRRADIANCE490,3902121,EUR,,,X,
DOWN_IRRADIANCE490,3902122,EUR,,,X,
DOWN_IRRADIANCE490,3902123,EUR,,,X,
DOWN_IRRADIANCE490,3902124,EUR,,,X,
DOWN_IRRADIANCE490,3902125,EUR,,,X,
DOWN_IRRADIANCE490,3902498,FRA,,X,,
DOWN_IRRADIANCE490,4901803,EXT,X,,,
DOWN_IRRADIANCE490,4901804,EXT,,,X,
DOWN_IRRADIANCE490,4901805,EXT,,,X,
DOWN_IRRADIANCE490,4901806,EXT,,X,,
DOWN_IRRADIANCE490,4902602,EXT,,,X,
DOWN_IRRADIANCE490,4903634,FRA,,,X,
DOWN_IRRADIANCE490,5906868,EXT,,,X,
DOWN_IRRADIANCE490,6901004,FRA,X,X,,
DOWN_IRRADIANCE490,6901032,FRA,,,X,
DOWN_IRRADIANCE490,6901151,EUR,,,X,
DOWN_IRRADIANCE490,6901152,EUR,X,,X,
DOWN_IRRADIANCE490,6901174,GBR,,X,X,
DOWN_IRRADIANCE490,6901175,GBR,,,X,
DOWN_IRRADIANCE490,6901180,GBR,X,,,
DOWN_IRRADIANCE490,6901181,GBR,X,,,
DOWN_IRRADIANCE490,6901183,GBR,X,,,
DOWN_IRRADIANCE490,6901437,FRA,X,,,
DOWN_IRRADIANCE490,6901439,FRA,X,X,X,
DOWN_IRRADIANCE490,6901440,FRA,,X,,
DOWN_IRRADIANCE490,6901472,FRA,X,,,
DOWN_IRRADIANCE490,6901473,FRA,X,X,,
DOWN_IRRADIANCE490,6901474,FRA,X,,,
DOWN_IRRADIANCE490,6901475,FRA,X,,X,
DOWN_IRRADIANCE490,6901480,FRA,X,,,
DOWN_IRRADIANCE490,6901482,FRA,,,X,
DOWN_IRRADIANCE490,6901483,FRA,,,X,
DOWN_IRRADIANCE490,6901484,FRA,X,,X,
DOWN_IRRADIANCE490,6901485,FRA,,X,X,
DOWN_IRRADIANCE490,6901486,FRA,,X,,
DOWN_IRRADIANCE490,6901489,FRA,,X,,
DOWN_IRRADIANCE490,6901490,FRA,,,X,
DOWN_IRRADIANCE490,6901491,FRA,,X,X,
DOWN_IRRADIANCE490,6901492,FRA,,X,,
DOWN_IRRADIANCE490,6901493,FRA,X,X,,
DOWN_IRRADIANCE490,6901494,FRA,X,X,,
DOWN_IRRADIANCE490,6901496,FRA,,,X,
DOWN_IRRADIANCE490,6901510,FRA,,X,X,
DOWN_IRRADIANCE490,6901511,FRA,,X,X,
DOWN_IRRADIANCE490,6901512,FRA,,X,X,
DOWN_IRRADIANCE490,6901513,FRA,X,,X,
DOWN_IRRADIANCE490,6901514,FRA,,X,,
DOWN_IRRADIANCE490,6901517,FRA,,,X,
DOWN_IRRADIANCE490,6901518,FRA,,,X,
DOWN_IRRADIANCE490,6901519,FRA,X,,,
DOWN_IRRADIANCE490,6901520,FRA,,X,X,
DOWN_IRRADIANCE490,6901521,FRA,,,X,
DOWN_IRRADIANCE490,6901522,FRA,,,X,
DOWN_IRRADIANCE490,6901523,FRA,,X,,
DOWN_IRRADIANCE490,6901525,FRA,X,X,,
DOWN_IRRADIANCE490,6901526,FRA,,,X,
DOWN_IRRADIANCE490,6901528,FRA,,X,X,
DOWN_IRRADIANCE490,6901529,FRA,,,X,
DOWN_IRRADIANCE490,6901574,FRA,X,,,
DOWN_IRRADIANCE490,6901575,FRA,X,,,
DOWN_IRRADIANCE490,6901577,FRA,,,X,
DOWN_IRRADIANCE490,6901578,FRA,X,,,
DOWN_IRRADIANCE490,6901579,FRA,X,,,
DOWN_IRRADIANCE490,6901581,FRA,X,,,
DOWN_IRRADIANCE490,6901582,FRA,X,,,
DOWN_IRRADIANCE490,6901583,FRA,X,,,
DOWN_IRRADIANCE490,6901584,FRA,X,X,,
DOWN_IRRADIANCE490,6901585,FRA,,,X,
DOWN_IRRADIANCE490,6901600,FRA,,,X,
DOWN_IRRADIANCE490,6901605,FRA,,,X,
DOWN_IRRADIANCE490,6901646,FRA,X,,,
DOWN_IRRADIANCE490,6901647,FRA,X,,,
DOWN_IRRADIANCE490,6901648,FRA,,,X,
